stat_no;elem_no;year;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;annual;co_code
6051;121;2006;-2,5;-1,6;-3,3;3,5;8;10,9;15,4;13,8;13,6;9,5;6,2;6,1;6,6;DK
6051;121;2007;3,2;0,6;3,3;5,6;7,6;12,1;12,8;13,9;10,4;5,7;3;3,1;6,8;DK
6051;121;2008;2,7;2,9;0,5;3,9;7,4;11,1;14,1;13,4;9,6;7,8;3,9;0,9;6,5;DK
6051;121;2009;-0,5;-1,1;1,9;5,2;7,6;9,7;13,9;13,8;11,4;4,8;5,5;-0,9;5,9;DK
6051;121;2010;-6,4;-6,3;-0,3;3,8;5,9;10,3;14,3;13,3;9,1;5,5;0,6;-6,7;3,6;DK
6051;121;2011;-1,4;-2,4;0,9;5,9;8,2;11,5;13,4;12,8;11,4;7,3;5,3;2,6;6,3;DK
6051;121;2012;0,8;-3,6;3,7;3,3;7,8;10;12,8;13;10,6;6,6;4,4;-2,3;5,6;DK
6051;121;2013;-2,8;-2,5;-3,6;1,5;7,3;10,1;12,9;13,5;10,1;8,1;3,9;4,5;5,3;DK
6051;121;2014;0,4;2,7;3,5;5,2;8;10,6;14,8;13,3;11,5;9,5;5,5;1,8;7,3;DK
6051;121;2015;1,9;1,1;2;3,6;6,4;9,4;11,8;13,4;10,3;7,1;5,6;5,3;6,5;DK
6051;121;2016;-1,6;0,8;2,3;4,1;8,5;11,4;13,3;12,9;12,4;6,5;2,3;3,5;6,4;DK
6051;121;2017;0,2;0,3;2,3;3,6;7,2;12,2;13,4;14,1;11,4;9,1;3,7;2,3;6,7;DK
6051;121;2018;0,7;-1,9;-1,4;4,3;10,7;12,9;14,7;14,9;11,4;8,2;3,8;2,9;6,8;DK
6051;121;2019;-0,1;2,6;3;4,6;7,4;12,4;14,1;15,5;12;8,1;4,6;4,5;7,4;DK
6051;121;2020;5,1;3,3;2,8;5,3;7,6;13,6;13,1;15,2;13;9,3;7,2;3,9;8,3;DK
6051;122;1875;-9,6;-8;-7,7;-0,9;1,5;7,9;9,2;10,8;3,6;-1,4;-6,8;-7,8;-9,6;DK
6051;122;1876;-6,6;-8,1;-6,6;-0,6;1,4;7;10,1;9,2;7;2;-8;-11,4;-11,4;DK
6051;122;1877;-5,8;-6;-7,6;-3;-0,2;7,8;10,2;7,8;1,5;1;-0,2;-5,2;-7,6;DK
6051;122;1878;-5,2;-2,5;-3;-2,2;1,2;4,6;9,4;10;7,2;2,8;-1,8;-9,6;-9,6;DK
6051;122;1879;-10,8;-12,7;-5;-4,8;-0,5;5;8,6;10;6,4;0,5;-7,2;-12,8;-12,8;DK
6051;122;1880;-7,3;-1,9;-3,3;-0,3;0,6;6,4;10,6;10,6;6,6;-3,6;-4,2;-7,5;-7,5;DK
6051;122;1881;-16,9;-14,3;-14,6;-5,7;1,4;5,9;9,9;7,4;2,7;-3,5;-2,8;-3,3;-16,9;DK
6051;122;1882;-3,1;-2,5;-4,8;-1,3;4,1;6,6;10;9,8;6,1;0,7;-5,5;-8,4;-8,4;DK
6051;122;1883;-6,4;-4;-9,2;0,1;-1,8;6;8,5;9,9;3,3;2,3;0,1;-5,9;-9,2;DK
6051;122;1884;-3,9;-3,1;-2,1;-2,7;3,6;6,6;8,9;9,3;9,3;2,6;-5,9;-7,2;-7,2;DK
6051;122;1885;-9,3;-6,2;-2,6;-2,2;2,1;5,6;9,6;5,6;3,1;-2,7;-3,4;-6,7;-9,3;DK
6051;122;1886;-6,4;-7,7;-10,3;-1,7;0,1;4,5;7,7;9,5;2,7;-0,1;1,7;-6,9;-10,3;DK
6051;122;1887;-10,8;-5,4;-7,1;-2,1;3,1;4,7;8,8;9,6;5,5;0,1;-5,7;-7,7;-10,8;DK
6051;122;1888;-7,4;-10,1;-11,7;-4,1;2,5;5;8,7;7,6;5,1;-0,3;-1,9;-2,2;-11,7;DK
6051;122;1889;-4,1;-9,7;-9,3;-0,5;6,2;9,2;8,8;10,3;5,1;-1,4;-2,4;-5,5;-9,7;DK
6051;122;1890;-4,6;-6,6;-9,9;-0,1;3,2;5,7;9,6;8,5;8,5;0,4;-6,5;-9,5;-9,9;DK
6051;122;1891;-14;-3,2;-6,5;-3,9;1,8;3,8;10,2;8;4,9;1,5;-0,8;-4,1;-14;DK
6051;122;1892;-7,2;-8,8;-7,2;-1;0;7;8,1;9;2,8;-2;-5,6;-7,2;-8,8;DK
