stat_no;elem_no;year;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;annual;co_code
6132;111;1929;0;-3,3;5,9;6,9;15,2;16,9;20,2;19,8;18,8;12,6;7,5;6;10,5;DK
6132;111;1930;4,9;2,5;6;9,8;15;20,3;20,7;20,6;16,1;12,4;8,2;4,2;11,7;DK
6132;111;1931;3;1,3;2,7;8,5;16,5;17,2;20,1;19,5;14,8;11,2;7,2;4,7;10,6;DK
6132;111;1932;5,3;4,2;3,9;9,6;15,5;18,8;22,8;21,5;16,6;10,5;7;4,8;11,7;DK
6132;111;1933;1,7;2,6;7,2;10,6;15,8;21,4;22,7;21,6;17,9;12,2;6,4;3;11,9;DK
6132;111;1934;3,5;5,9;6,2;11,8;16,8;20,1;23,3;19,9;18,9;12,9;8,3;6,5;12,8;DK
6132;111;1935;2,9;4,4;5,9;10,3;15,1;19,9;22,2;21,4;16,8;12,2;7,7;3,9;11,9;DK
6132;111;1936;4,4;1,4;4,9;8,1;15,2;21,6;21,1;20,7;17,3;10,4;7,7;5,5;11,5;DK
6132;111;1937;1,2;2,6;3,6;9,8;16,9;19,2;22,5;23;17,6;13,2;7,1;2,4;11,6;DK
6132;111;1938;4,2;5,4;10,1;11,1;15;18,2;19,9;22,2;18,3;12,6;9,9;3;12,5;DK
6132;111;1939;3,8;5,8;5,4;11,2;16,1;20,7;21,2;22,3;18,4;9,1;7,5;3;12;DK
6132;111;1940;-1,6;-3,8;3,1;8,1;16,1;22,9;21,1;18,6;15,2;10,3;7,7;2,5;10;DK
6132;111;1941;-2,7;-0,9;3,5;7,6;14;20,2;23,6;18,8;16;11,2;4,6;5;10,1;DK
6132;111;1942;-3,5;-3,4;0,2;9,4;15,2;17,4;19,4;20,8;16,8;12,8;7,5;4,8;9,8;DK
6132;111;1943;1,2;6;8,5;12,2;16,6;19;21,2;19,5;16,8;12,6;6,9;4,5;12,1;DK
6132;111;1944;5,5;3;4,8;10;14,6;17,5;21,3;23;16,1;11,9;7;4;11,6;DK
6132;111;1945;1,1;3,7;8,5;11,4;15,6;18,6;21,8;20,7;17,3;13,6;7,7;4,6;12,1;DK
6132;111;1946;2,4;3,4;3,9;12,6;16,7;16,6;21,6;19;17,4;11;7;2,6;11,2;DK
6132;111;1947;-0,7;-4;0,9;9,7;18,5;21,8;21,5;23,9;20,2;12,2;null;4,5;null;DK
6132;111;1948;2,8;2,2;8;13,3;17,5;19,2;21,1;20,4;16,8;11,6;7,2;5,6;12,1;DK
6132;111;1949;3,6;5,3;null;11,9;15,7;18,5;22,5;19,8;19,6;13,8;7,8;5,5;null;DK
6132;111;1950;1,9;3,6;7,5;10,4;16,5;20,7;20,4;21,3;16,3;11,3;6,9;2,4;11,6;DK
6132;111;1951;2,3;2,6;2,8;9,7;14,3;19,8;19,6;19,7;17;11,9;8,9;6,8;11,3;DK
6132;111;1952;2,7;3,6;3,7;12,6;16,2;17,4;20,1;19,7;14,9;9,7;4,8;2,7;10,7;DK
6132;111;1953;3,6;2,7;8,7;12;17;21,5;21,2;20,3;17;13,3;9,6;5,5;12,7;DK
6132;111;1954;2,6;-0,7;4,9;9,7;17,5;19,6;19;18,6;16,7;12,4;6,8;5,8;11,1;DK
6132;111;1955;1,3;0,4;2,9;10;13,2;17,9;23,9;23;18,1;11,6;7,9;4,2;11,2;DK
6132;111;1956;2;-3,3;3,6;7,6;16,1;17,6;20,7;17;16,3;11,2;5,9;4,9;10;DK
6132;111;1957;3,8;4,4;6,4;10,2;14,1;19,6;20,9;19,2;14,1;12,1;7;3,9;11,3;DK
6132;111;1958;1,3;1,8;0,9;7,8;14,5;18,3;20,6;19,1;18,3;13,2;7,7;4,5;10,7;DK
6132;111;1959;2,4;2,5;7,2;11,5;17;20,7;23,1;22,2;18,7;13,5;7,4;4,3;12,5;DK
6132;111;1960;2,4;0,6;4,6;9,5;16,1;20,5;19,5;19,8;16,8;10,8;7,5;4,1;11;DK
6132;111;1961;1,9;5,2;9;12,2;14,9;20,3;18,9;19;18;14,2;7;2,7;11,9;DK
6132;111;1962;3,8;3,6;2,9;9,7;12,8;18,4;18,2;17,6;15,7;12,5;6,3;1,7;10,3;DK
6132;111;1963;-2,3;-2,1;2;8,5;15,3;19,6;20,4;19,4;16,4;11,9;8,7;2,2;10;DK
6132;111;1964;2,4;2,6;1,9;11,3;15,8;19;19;19,1;16,7;11,1;7,8;4,3;10,9;DK
6132;111;1965;3;1,5;4,6;9,2;13,4;18,7;17,4;18,9;16,7;12,6;4,3;2,4;10,2;DK
6132;111;1966;0;0,7;5,6;6,8;15,8;19,5;20;18,8;16,2;11,9;6,3;3,2;10,4;DK
6132;111;1967;2,6;4,2;7,8;9,1;15,7;18,2;20,8;20,3;17,4;13;7,6;3,7;11,7;DK
6132;111;1968;1,7;1,7;6,6;11,6;13,8;20,3;19,7;20,8;17,4;12,6;6,9;1,7;11,2;DK
6132;111;1969;2;0;2,4;9,5;13,6;19,7;21,8;22,1;18,5;13,2;7,2;0,3;10,9;DK
6132;111;1970;-0,6;-0,8;2,7;6,7;15,4;21,9;19,5;20,9;16,2;12;7,6;4,5;10,5;DK
6132;111;1971;2,9;4,4;3,7;9,3;16,4;17,7;21,4;20,4;16,6;12,8;7;6,6;11,6;DK
6132;111;1972;0,1;1,4;6,1;9,9;14,3;18,4;21,9;20,3;15,3;10,8;7,6;5,2;10,9;DK
6132;111;1973;3,3;4,6;8,2;8,3;14,3;19,3;21,2;20,7;16,6;10,2;5,9;3,2;11,3;DK
6132;111;1974;4,3;4,9;6,5;12;14,1;18,3;18,2;19,6;16,1;9,6;7,3;6,6;11,5;DK
6132;111;1975;6,3;3,7;5,3;8,4;14,6;18,6;21,5;23,7;18,1;11;6,6;6,1;12;DK
6132;111;1976;3,3;2,2;2,3;9;14,2;19,1;22,8;22,5;15,8;11,2;7,2;2,4;11;DK
6132;111;1977;1,1;1,5;5,5;7,9;15,1;18,8;19,8;18,9;15,2;12,7;7,8;5;10,8;DK
6132;111;1978;3;0,3;4,8;7,6;15,1;18,8;18,1;19,9;14,8;12,4;9,4;1,6;10,5;DK
6132;111;1979;-1,3;-0,9;3;7,5;13,9;18,2;17,8;18,6;16;10,8;6,7;4,4;9,6;DK
6132;111;1980;0,3;0,5;2,3;9,7;14,1;18,6;18,9;18,4;16,5;10,6;6,2;4,5;10,1;DK
6132;111;1981;1,9;2,1;4,7;9,3;16,2;17;18,6;19,1;17;10,6;7,4;-0,2;10,3;DK
6132;111;1982;-0,8;0,4;6,2;10,6;14,2;17,8;21,4;20,9;17,1;12,4;8,9;4,7;11,2;DK
6132;111;1983;6,2;1,9;5,9;9,1;13,1;18,4;22;21,7;16,3;12,1;6,9;4;11,5;DK
6132;111;1984;3,1;1,8;3,3;10,2;14,8;16,7;19,2;20,7;14,7;13;7,6;4,3;10,8;DK
6132;111;1985;-1,7;-1,5;2,4;7,8;14,5;17;19,4;19,2;15,4;13,2;4,7;5,1;9,6;DK
6132;111;1986;1,7;-1,6;3,9;7,7;15,6;19,5;20,7;19;14,6;12,6;9,6;5;10,7;DK
6132;111;1987;-1,6;1,5;1;10;13;14,8;18,1;17,6;16;12,2;7,7;5,4;9,6;DK
6132;111;1988;5,3;4,4;4,3;9,9;16,1;20,1;20,1;19,5;16,7;11,6;6,4;5,8;11,7;DK
6132;111;1989;6,2;6,5;8,1;9,7;16,1;19,6;21,9;19,8;17,5;12,9;7,5;5,2;12,6;DK
6132;111;1990;5,9;7,7;9,1;11,5;16,9;18,7;20,8;21,8;15,3;12,4;7,2;4,9;12,7;DK
6132;111;1991;4,4;1,1;6,7;9,7;13,3;15;21,1;21,4;17,8;11,7;7,5;5,8;11,3;DK
6132;111;1992;5,3;5,6;6,6;8,8;16,2;21,6;22,2;19,7;16,2;9,5;7,6;4,9;12;DK
6132;111;1993;4,6;3,2;5,6;10,9;16,8;18,2;18,5;18,4;13,7;9,9;4,2;4;10,7;DK
6132;111;1994;4,8;0,7;5,7;10,8;14;17;24;21,3;15,5;10,7;8,8;6,4;11,6;DK
6132;111;1995;2,4;4,9;5,3;9,4;13,8;17,2;22;23,9;16,5;14,1;6,6;0,8;11,4;DK
6132;111;1996;-0,1;-0,7;2;11;12,2;17;19,2;22,8;15,6;12,1;7;2,2;10;DK
6132;111;1997;1,3;5,1;6,6;8,5;13,3;18,9;22,1;25,4;17,3;11,2;6,6;4,5;11,7;DK
6132;111;1998;4,8;7;6,9;9,3;15,8;17,9;18,6;19;16,3;11,1;3,9;3,4;11,2;DK
6132;111;1999;4,3;3,5;5,6;11,3;14,8;17,5;22,1;21;20,1;12,2;8,4;4,8;12,1;DK
6132;111;2000;5;4,7;6,9;12,2;18,8;18,9;21;21,1;17,1;13,8;9,1;6,3;12,9;DK
6132;111;2001;3,7;3,5;4,5;9,5;17,6;18,6;23,7;22,4;16,5;15;8,2;3,5;12,2;DK
6132;111;2002;4,8;7,1;8,2;11,4;17,3;21,3;22,3;24,7;20;10,5;6,4;2,2;13;DK
6132;111;2003;2,7;0,9;10,3;15,3;17,1;21,4;24,3;22,3;17,9;10,5;8,6;6;13,1;DK
6132;111;2004;1,7;4,4;5,9;11;15;17,2;18,6;21,6;17,5;12,1;8;6;11,6;DK
6132;111;2005;5,4;2,3;3,9;10,7;14,6;18,2;21,1;19,9;18,2;14;8,5;4,6;11,8;DK
6132;111;2006;1,2;2,2;2,7;9,2;14,7;19,3;24,8;21,2;19,8;14,8;10,1;8,6;12,4;DK
6132;111;2007;7,1;3,8;8,6;13,2;15,7;19,6;19,6;20,6;16,4;11,7;7,5;5,3;12,4;DK
6132;111;2008;5,9;6,6;6,2;10,3;17,9;19,2;22;20,2;16,3;12,2;8,1;4,8;12,5;DK
6132;111;2009;2,9;2,7;6,3;12,9;15,1;17,6;22,1;21,4;17,8;10,7;9;3,4;11,8;DK
6132;111;2010;-0,4;-0,3;5,5;10,6;12,7;17,8;22,9;19,7;16;11,2;5,6;-0,4;10,1;DK
6132;111;2011;2,2;1,9;6;13,7;15,4;19,3;20,3;20,2;17,8;13;8,7;6,1;12,1;DK
6132;111;2012;4,2;2,3;9,3;9;15,5;16,4;19,6;20,8;16,2;11,1;7,9;2,8;11,3;DK
6132;111;2013;2,5;1,5;1,9;9,2;15,6;18,2;22,4;21,8;16,6;13,6;8,3;6,9;11,5;DK
6132;111;2014;3,3;6;9;11,7;15,5;19,6;23,5;20,1;17,7;14,3;9,3;5,5;13;DK
6132;111;2015;4,5;3,8;7,1;11,3;13,7;17;20,1;21,7;16,5;11,9;9,5;8,2;12,1;DK
6132;111;2016;2,4;4,7;6,2;9,4;16,1;19,8;20,4;20,4;20;11,1;6,7;6,8;12;DK
6132;111;2017;3,3;3,5;7,8;9,8;15,6;18,6;20,2;20,4;16,3;13,3;8,2;5,4;11,9;DK
6132;111;2018;4,1;1,5;2,1;11,8;19;21,4;24,9;21,6;17,5;13,3;7,9;6;12,7;DK
6132;111;2019;4;6,7;8,1;11,2;13,7;20,7;21,5;21,5;16,6;12,4;7,9;6,6;12,6;DK
6132;111;2020;7;6,7;7,4;11,5;14,5;20,6;19,5;23;17,5;13,1;9,8;5,8;13;DK
6132;112;1873;8,2;5,8;10,4;12,6;14,7;22,7;24,2;22,6;18,3;14,2;10,9;8,4;24,2;DK
6132;112;1874;7,2;6,4;11,5;19,7;20,5;24;26,2;21,2;20,3;18,8;11,1;6,2;26,2;DK
6132;112;1875;7,3;4,4;9;14;20,7;24,3;24,3;28;22,4;15,7;8,5;5,9;28;DK
6132;112;1876;4,1;4,7;9,3;13,9;18,5;25,9;24,7;27,3;18,5;18,5;7,5;6,3;27,3;DK
6132;112;1877;6,5;5,3;7;10,5;19,5;27;25,3;20,7;18,5;14,9;11,1;6,5;27;DK
6132;112;1878;6,3;8,5;9,3;17,1;18,9;24,5;23,2;23,5;21,5;16,6;9;7,9;24,5;DK
6132;112;1879;6,4;3,8;6,8;10,7;20,3;22,3;23,6;22,2;22,2;16,2;10;5,4;23,6;DK
6132;112;1880;6;7,2;7,8;16,2;25,7;23,2;25,2;25,4;27,2;16,4;9,6;8,8;27,2;DK
6132;112;1881;4,3;3,5;6,8;14;23,6;23,9;26,6;22,8;18,6;12,9;9,9;6,8;26,6;DK
6132;112;1882;7,6;8,8;12,7;15,7;21,2;22,8;26,9;24;21,1;16;11,3;5,2;26,9;DK
6132;112;1883;5,2;6;6,5;13,2;22,6;25,7;27,9;21,9;19,5;15,1;9,3;7,1;27,9;DK
6132;112;1884;6,2;7,2;14,4;12,9;21,1;20,9;26,1;23,1;21,1;16;10,3;7,7;26,1;DK
6132;112;1885;6,4;7,8;8,9;17,9;22,8;26,4;26,5;23,5;19,1;14,1;9,6;6,2;26,5;DK
6132;112;1886;6,2;1,8;7,8;15,8;26;22,8;24,8;23,4;27,4;16,8;9,8;8,7;27,4;DK
6132;112;1887;5,6;7,4;9,8;15,5;17,8;26,5;27,9;23,7;20,9;14,7;10;8;27,9;DK
6132;112;1888;5,5;3,8;4,6;12,9;22,8;26;23;20,3;17,6;13,8;9,6;7,7;26;DK
6132;112;1889;7,2;4,8;9,6;16,8;24,9;29,9;24,3;23;18;14,4;10;6,1;29,9;DK
6132;112;1890;7,1;5,2;13,8;12,1;21,1;22,8;24,6;23,2;19,7;15,3;9,1;3,2;24,6;DK
6132;112;1891;2,8;8,1;7,9;12,8;21,2;26,9;24,3;20,5;21,4;17,6;9,9;9,2;26,9;DK
6132;112;1892;7;6,1;9,8;15,5;26,3;25,1;24,5;25,4;19,8;16,3;10,1;6,6;26,3;DK
6132;112;1893;2,3;4;11,9;18,1;21,7;24,8;27,7;26,5;19,3;14,6;9,1;8;27,7;DK
6132;112;1894;5,9;8,4;13;16,9;20,9;29,9;29,1;23,3;17,6;13,8;11;8,8;29,9;DK
6132;112;1895;3,3;2,5;9,2;18,8;21,3;24,4;25,8;27,2;23,6;17;11,9;7,2;27,2;DK
6132;112;1896;6,8;8,7;14,2;14,2;21;27,2;27,3;22,6;19,1;17,1;9,1;5,1;27,3;DK
6132;112;1897;5;7;8,1;19,6;22,9;26,2;24,7;26,7;18,5;15,4;11,2;7,9;26,7;DK
6132;112;1898;8,6;7,7;7,6;11,9;17;24,3;24,1;25,4;24,5;17,9;10,9;9,8;25,4;DK
6132;112;1899;9;9,1;11,1;14,9;21,1;23;27,3;25;22,7;15,4;14,2;8,6;27,3;DK
6132;112;1900;6,7;6,5;5,9;16,9;21,9;26,8;28,7;28;20;16,5;9;8,4;28,7;DK
6132;112;1901;5,9;3,9;5,6;15,4;21;22,5;27,6;25,4;20,6;17,7;10,3;7,7;27,6;DK
6132;112;1902;7,2;3,9;7,9;15,1;26,1;27,2;23,7;18,6;19,8;13,8;12,2;7,2;27,2;DK
6132;112;1903;6,7;7,3;12,9;13,5;25,9;26,2;25,6;21,2;20,2;16,3;10,5;4,2;26,2;DK
6132;112;1904;5;4,7;8,8;17,2;21,7;23;26,7;27,4;21,4;17,1;11,3;9,6;27,4;DK
6132;112;1905;6,7;5,9;8,5;13,3;26,5;24,7;24,9;25;20;12,6;9,5;7,6;26,5;DK
6132;112;1906;6,2;4,6;8,3;20,1;24,3;26,5;26,8;25,2;26;15,9;10,6;9;26,8;DK
6132;112;1907;6,9;6;14;12,5;24;21,1;28;24,8;20,2;16,7;10,1;7,6;28;DK
6132;112;1908;5,6;7,1;10,5;10,9;21,2;25,2;26,6;25,9;20;19,6;8,2;9;26,6;DK
6132;112;1909;4,9;5;10;15,5;23,6;24,4;21,8;23,4;17;16,2;8,6;6,4;24,4;DK
6132;112;1910;8,2;7,6;10,7;14,1;23,4;26,7;28,3;24,5;19;16;8,3;7;28,3;DK
6132;112;1911;7,9;6,6;11,1;18,6;23,3;24,1;27,1;27,9;23,4;14,6;11,6;7,4;27,9;DK
6132;112;1912;8,1;8,4;10,8;18,7;17,4;24;25;21,5;19,2;13,7;10,1;10,7;25;DK
6132;112;1913;6,4;8,8;14,1;22,5;21,3;23,6;24;23,8;20,6;15,4;13,6;10,9;24;DK
6132;112;1914;7;9,2;12,5;20;20,8;24,2;28,5;24,4;22,8;14;11,8;10,9;28,5;DK
6132;112;1915;5,9;6;9,4;18,8;23;26,8;25,2;20,9;20,6;13,1;9,9;6,8;26,8;DK
6132;112;1916;7,6;6,3;11,8;19;21,9;22,2;25,1;21,2;19,2;15,5;11,8;6,8;25,1;DK
6132;112;1917;7;4,8;6,4;13,1;23,8;27,5;23,2;22,8;20,5;17;10,6;8,4;27,5;DK
6132;112;1918;4,8;6,2;12,4;15;21;23,8;24,2;23,4;18,5;14,3;10,4;8,2;24,2;DK
6132;112;1919;6,6;4;8,2;16,1;22,3;24,7;25,4;25,4;24;17,1;8,5;7;25,4;DK
6132;112;1920;8,4;10,5;12,8;13,9;21,3;26,3;25,2;22,5;19,4;18,5;11,8;7;26,3;DK
6132;112;1921;9;7,7;13,2;20,7;25;25,2;28,2;28,5;21,7;18,8;9,3;8,8;28,5;DK
6132;112;1922;8,6;6,9;9,5;17,6;27,5;23,3;23;23;19;14,8;8,8;8,3;27,5;DK
6132;112;1923;8,3;8,2;14,3;14,8;20,8;18,6;28,8;22,2;21,2;19;10,7;7;28,8;DK
6132;112;1924;3,2;5,5;8,2;11;22,6;23,2;24,6;24,6;21,4;16,5;12;8,6;24,6;DK
6132;112;1925;9,2;8,7;10;16,6;21,7;28;31,7;26,5;20;null;11,5;7,1;null;DK
6132;112;1926;5,9;7,2;10,9;17,9;20,1;22,5;27,9;24,9;24,4;18;10,4;8,7;27,9;DK
6132;112;1927;8,4;7;13,9;13,9;17,9;21,6;24,9;24,9;23,1;16,4;12,7;3,6;24,9;DK
6132;112;1928;5;8,6;10,6;17,9;19,6;18,5;27,1;22,3;24,1;16,1;11,7;7,5;27,1;DK
6132;112;1929;4,7;1,7;16,5;12,1;23,1;24,1;29,3;23,1;24,9;16,1;10,1;9,8;29,3;DK
6132;112;1930;8,7;6,3;12,1;17,3;19,8;25,1;28,2;25,6;19,6;16,7;11,4;6,9;28,2;DK
6132;112;1931;6,7;5,6;9,1;15,3;24,5;21,7;25,6;24,9;20,1;16,3;14,1;8,6;25,6;DK
6132;112;1932;8,1;8,3;10,4;16,1;23,4;23,8;26,4;27,1;20,5;13,6;10,4;8,3;27,1;DK
6132;112;1933;7,2;8,8;15,1;16,8;21,6;27,1;28,4;24,8;21,6;17,9;10,6;7,6;28,4;DK
6132;112;1934;6,9;9,6;9,1;18,3;23,4;25,3;27,8;23,8;23,1;17,6;10,4;9,9;27,8;DK
6132;112;1935;6,8;8,8;12,8;19,7;22,4;27,3;26,8;26,1;24,1;16,6;14,1;7,3;27,3;DK
6132;112;1936;8,3;5,1;12,3;12,9;20,6;27,4;24,6;23,6;21,3;12,9;11,1;8,6;27,4;DK
6132;112;1937;8,4;5,8;10,6;17,1;24,3;26,6;27,1;25,6;22,3;17,6;13,1;8,1;27,1;DK
6132;112;1938;8,1;9,1;17,1;17,6;24,6;23,1;26,6;27,1;21,5;19,9;14,1;8,1;27,1;DK
6132;112;1939;9,1;10;9,4;18,3;24,4;28,8;29,3;28,1;23,6;13,8;11,8;9,1;29,3;DK
6132;112;1940;4,9;4,4;6,3;13,8;22,6;27,3;24,6;25,3;20,4;14,6;10,3;7,6;27,3;DK
6132;112;1941;1,3;4,1;7,8;11,5;25,2;29,2;30,5;26,3;20,7;16,8;8,3;9,1;30,5;DK
6132;112;1942;5,3;1,5;6,7;15,7;20,2;23,2;25,5;25,8;21,8;18,1;13,4;8,7;25,8;DK
6132;112;1943;8,1;9,3;11,3;18,4;24,9;23,7;27;27;20,8;17,4;10,6;7,3;27;DK
6132;112;1944;8,1;7,6;9,3;16,5;25,3;23,3;28,1;27,1;18,5;14,6;11,3;8,1;28,1;DK
6132;112;1945;6;9,9;15,9;19;21,6;24,3;28;26,5;19,8;15,9;11,6;7,7;28;DK
6132;112;1946;7,5;8,6;14,1;17,7;25;20,2;26,7;20,8;19,6;15,3;9,6;8,6;26,7;DK
6132;112;1947;5,3;-1,4;7,8;16,1;27,1;30,1;26,6;30,1;26,1;17,6;null;8,1;null;DK
6132;112;1948;8,1;6,6;14,6;20,6;21,3;24,1;28,1;28,6;21,6;15,1;10,6;9,6;28,6;DK
6132;112;1949;7,1;8,6;null;21,1;20,6;23,6;25,6;23,1;24,1;17,6;10,6;9,4;null;DK
6132;112;1950;6,7;8,6;12,2;15,6;24,7;27,3;24,5;24,5;19,6;15,9;11,2;8,1;27,3;DK
6132;112;1951;4,9;7,6;7,9;20,2;19,6;23,2;23,5;23,1;21,9;15,6;12,1;10;23,5;DK
6132;112;1952;7,1;9,1;8,6;18,6;20,9;23,6;25,6;23,4;20,4;13,4;9,7;5,3;25,6;DK
6132;112;1953;8,4;9,9;15,9;18,6;22,1;28,9;28,6;24,4;22,6;17,3;12,1;11,5;28,9;DK
6132;112;1954;7,6;3,2;12,5;15,2;25,3;25,2;22,2;22;24,3;14,3;10,7;9,9;25,3;DK
6132;112;1955;4;4,2;6,7;19,3;21,3;23;28;26;23,4;15,8;11,3;9,6;28;DK
6132;112;1956;6,4;3;11,2;11,8;25;23;24,3;20,3;19,3;16,5;9,8;10;25;DK
6132;112;1957;7,7;7,9;13,8;16,8;20,8;28;25,3;23,2;19;16,4;12;8,1;28;DK
6132;112;1958;4,8;7,2;3,8;16,5;19,8;23,3;28;22,5;22,5;17,9;9,9;8;28;DK
6132;112;1959;7,7;8,4;13;17,6;22,2;25;29,4;27,4;22,8;19;10,8;7,6;29,4;DK
6132;112;1960;7,8;4;9,5;15,2;20,6;27,5;24,2;25,5;20,5;17,8;11;8;27,5;DK
6132;112;1961;5,6;10,5;14;17,2;18;25,2;28,5;23,6;23,2;18,7;12,4;9,6;28,5;DK
6132;112;1962;7,2;7,7;7;17,5;17,7;23,9;21;20,2;18,5;18,4;10,8;6,3;23,9;DK
6132;112;1963;2,5;2,3;6;14,4;21;23,7;26,2;27,5;21,1;14,7;11,4;5,6;27,5;DK
6132;112;1964;7;8;4,7;17,8;23,5;25,8;24,2;28,2;21,7;15,8;10,9;10,1;28,2;DK
6132;112;1965;5,9;6;14;13,6;18,5;21,2;22,7;22,6;20;17,3;12,2;6;22,7;DK
6132;112;1966;4,6;6;9,4;18;24,6;24,5;26,5;23,2;18,8;16,4;10,2;7,7;26,5;DK
6132;112;1967;6,3;6,6;10,2;14,1;21,5;24,7;25,2;24;18,7;16,2;10,3;8,9;25,2;DK
6132;112;1968;5,8;4,5;15,1;19,8;20,7;27;25,3;26;23,3;15,2;15,4;5,4;27;DK
6132;112;1969;5,5;4,5;6,4;15,5;23,8;25;28;27,4;24,7;18,5;12,4;4,2;28;DK
6132;112;1970;1,5;3,5;6;12,7;20,5;28,5;26,6;24,8;20;14,7;11,2;8;28,5;DK
6132;112;1971;7;8,4;8,9;15,8;23,5;24,8;27,6;24,5;19,7;17,2;13;10;27,6;DK
6132;112;1972;4,4;3,6;13;14;20,2;24,9;28;24,2;20,6;13,9;11,2;9,6;28;DK
6132;112;1973;6,4;8,9;14;13,2;19,3;25,9;27;27,2;22,6;16,5;11,4;7,2;27,2;DK
6132;112;1974;8,4;10;10,4;17;20,2;23,7;20,8;24;21,8;14,2;10,8;9,2;24;DK
6132;112;1975;9,6;7,4;8,4;19;19,6;24,3;26,1;32,2;23,8;17,2;11,4;9;32,2;DK
6132;112;1976;8,6;8,2;7,4;13;22,2;27,4;28;26,6;19,8;15,2;9,8;6;28;DK
6132;112;1977;5,8;5;10;13;21;25,2;26,4;23,2;21,6;16;13;11;26,4;DK
6132;112;1978;6,8;5,4;11,1;12,8;23,6;24,4;27;26,4;17,2;19,8;12,9;6,6;27;DK
6132;112;1979;2,4;1,9;8,3;13;22,3;25,8;21,8;23,8;23,2;18,4;9,8;10,2;25,8;DK
6132;112;1980;3;4,4;7,5;16,6;21,8;26;24;23,2;20,6;15,1;11,2;8,6;26;DK
6132;112;1981;6,2;6,8;13;15,8;22;22;24,4;24,2;22,4;16,4;11,4;8,2;24,4;DK
6132;112;1982;4,6;5,4;14;14,8;20,7;26,2;26,2;28,4;20,4;18,8;13,4;8,8;28,4;DK
6132;112;1983;9;5;8,7;14;16,4;25;29;27,6;26,4;17,8;11,2;9,8;29;DK
6132;112;1984;8,2;6,4;8,2;17;20;21,1;24;25,6;20,4;15,2;11,4;9;25,6;DK
6132;112;1985;4;4,8;6;13,2;23,7;23,8;24,4;23,4;19,4;21,4;12;9,4;24,4;DK
6132;112;1986;4,8;3;7;15,8;19,6;25,8;25,8;26,4;16,8;16;12;10,8;26,4;DK
6132;112;1987;4,8;5;8,2;19,6;20;23,6;24;21,2;20,4;18,4;10,4;9,4;24;DK
6132;112;1988;10,4;7;9;20;22,2;25,8;23,6;24,6;20,4;15,4;10,6;9,2;25,8;DK
6132;112;1989;9,2;9;16,2;17,2;22,8;27,2;29,4;25,4;21,6;16,8;12,4;9,6;29,4;DK
6132;112;1990;10;12;15,2;18,4;22,2;22,6;26;31,2;19,2;17,2;12,2;8,2;31,2;DK
6132;112;1991;8,8;7,4;10,4;16,2;21,6;18,8;27;25;25,8;18,2;11,2;9;27;DK
6132;112;1992;8,8;8,8;10,4;13,8;22,4;26,8;29,2;27,2;19,8;15;12;10;29,2;DK
6132;112;1993;9,8;8;10;21,6;23,2;23,4;22,8;23,6;17,4;14,6;8;9;23,6;DK
6132;112;1994;8,2;4,6;11,6;17,4;18,4;23,8;30,2;30,8;18,6;14,8;11,8;11,4;30,8;DK
6132;112;1995;5,8;7,6;10,6;18,4;19;26,4;27,4;28,2;20,6;18,8;11,4;6,8;28,2;DK
6132;112;1996;2,4;4,4;5;23;20,8;24,6;25,4;29,4;20;14,2;13,6;7,2;29,4;DK
6132;112;1997;5,8;8,8;10,8;14;18,6;23,6;26,4;29,6;24,6;17,2;11,4;9,2;29,6;DK
6132;112;1998;8,8;11;13;18,4;20,8;21,4;26,8;23,2;21,2;14;8,2;7,6;26,8;DK
6132;112;1999;9,4;8,6;10,6;17,2;22,6;21,4;27,2;27,6;25;16,4;14,6;8,8;27,6;DK
6132;112;2000;8,8;8;12,8;22,6;25,3;30,6;26,6;24;20,8;16,8;11,6;11,1;30,6;DK
6132;112;2001;7,9;8,4;9,2;14,9;24;26,2;28,5;29,5;20,9;18,2;13,3;7,6;29,5;DK
6132;112;2002;8,5;11,3;16;19,2;21,7;26,4;28,8;28,2;24,5;18,6;9,4;6;28,8;DK
6132;112;2003;9,1;4,1;14,5;18,3;23,2;25,4;28,4;31,2;24;15,8;11,5;10,3;31,2;DK
6132;112;2004;6;9,8;14,2;14,9;20,2;23,3;23,2;26,1;22,7;16;11,8;9,3;26,1;DK
6132;112;2005;9,5;6,8;8,9;14,9;24,7;23,4;28,3;26;22,7;17,5;14,8;9,2;28,3;DK
6132;112;2006;4,8;6;12,5;13,4;22,7;25,6;27,9;25,4;22;18,1;14,6;12,6;27,9;DK
6132;112;2007;10,7;8,5;14,1;18,9;21,6;27;24,5;25,1;19,8;15,3;13,3;10,1;27;DK
6132;112;2008;9,9;9,6;9,5;16,3;24,7;23,8;28,1;27,2;20,5;15,2;12,1;9,1;28,1;DK
6132;112;2009;5,4;7,4;10;17,9;20,9;22,9;28,4;25,5;23,5;15,5;12,7;8,1;28,4;DK
6132;112;2010;3,3;3,3;12,5;19,3;20,7;24;27,1;23,4;18,8;14,3;11,4;6,3;27,1;DK
6132;112;2011;6,8;8,1;13,2;18,1;20,4;23,6;25,8;25,2;22,8;21,4;11,5;9,8;25,8;DK
6132;112;2012;7,9;12,3;16,9;14,5;24,5;20,5;25,6;27,4;21,4;16,5;10,2;8,1;27,4;DK
6132;112;2013;9,3;6,4;9;15,5;21,4;22,5;27,1;30,1;22,9;17,5;12,4;10,3;30,1;DK
